transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
3833,2024-10-22,2,30,51,7,19694,278.27,Approved,Ausschreibung,366,2024-10-23,PO-200014,VTR-2022-4084
3834,2025-06-23,1,32,163,7,126,1993.82,Approved,Direktvergabe,304,2025-06-27,PO-274705,VTR-2021-3498
3835,2024-04-25,1,21,21,6,16181,450.26,Approved,Direktvergabe,432,2024-04-30,PO-164127,VTR-2020-1388
3836,2023-11-05,2,40,2,9,1800,666.24,Approved,Direktvergabe,45,2023-11-10,,
3837,2022-09-15,3,34,196,6,18380,1614.19,Approved,Ausschreibung,965,2022-09-16,,VTR-2023-6517
3838,2024-01-06,2,24,152,15,739,221.36,Pending,Direktvergabe,,,,VTR-2024-6467
3839,2023-02-10,1,36,44,9,13285,2744.92,Approved,Ausschreibung,656,2023-02-14,PO-314033,VTR-2022-6986
3840,2023-07-22,3,34,51,8,7234,781.51,Approved,Direktvergabe,468,2023-07-23,,VTR-2025-4674
3841,2024-08-12,1,40,21,13,2232,4991.16,Approved,Ausschreibung,646,2024-08-19,,VTR-2022-3390
3842,2022-02-16,3,33,114,5,10102,373.05,Approved,Ausschreibung,754,2022-02-19,PO-169100,
3843,2023-04-20,2,23,182,2,730,1555.47,Approved,Vertrag,74,2023-04-25,PO-560733,VTR-2022-3737
3844,2023-07-17,1,24,45,12,17963,2296.52,Approved,Direktvergabe,539,2023-07-19,PO-683794,VTR-2025-3188
3845,2024-06-07,1,13,109,10,3295,646.81,Approved,Direktvergabe,326,2024-06-10,PO-103553,VTR-2025-8723
3846,2022-06-19,1,27,25,13,11286,655.49,Approved,Direktvergabe,759,2022-06-20,PO-211790,VTR-2022-6831
3847,2025-03-03,2,26,11,10,18762,1759.0,Approved,Vertrag,113,2025-03-09,PO-317688,VTR-2024-3990
3848,2024-03-30,3,33,73,7,704,1425.31,Approved,Vertrag,43,2024-04-03,PO-214789,VTR-2023-6177
3849,2023-04-17,2,32,36,14,2630,1630.07,Pending,Vertrag,,,,
3850,2025-05-17,1,15,75,3,13666,4714.37,Approved,Ausschreibung,857,2025-05-19,,VTR-2020-4460
3851,2023-07-08,1,39,88,15,9873,1668.17,Approved,Direktvergabe,839,2023-07-13,PO-922952,VTR-2023-4672
3852,2024-05-18,2,23,134,5,6560,1027.16,Approved,Ausschreibung,843,2024-05-25,PO-669610,
3853,2025-02-09,2,39,46,5,10255,725.36,Approved,Ausschreibung,776,2025-02-13,PO-853161,
3854,2025-04-13,1,11,51,10,5209,2783.03,Approved,Ausschreibung,580,2025-04-17,PO-924487,VTR-2024-9286
3855,2024-05-05,2,23,28,3,7362,1726.6,Approved,Ausschreibung,928,2024-05-07,PO-592897,VTR-2020-7065
3856,2025-03-24,1,37,43,8,6048,4892.47,Approved,Direktvergabe,844,2025-03-25,PO-159177,VTR-2021-9011
3857,2022-12-20,2,27,121,7,4515,1536.74,Pending,Ausschreibung,,,,VTR-2022-5927
3858,2024-05-06,3,21,61,10,1650,1682.78,Approved,Direktvergabe,344,2024-05-13,PO-230951,VTR-2020-4036
3859,2022-12-04,1,13,7,14,18085,1217.28,Approved,Vertrag,190,2022-12-10,PO-703594,VTR-2021-5646
3860,2022-02-26,1,22,108,13,16350,1863.69,Approved,Vertrag,547,2022-03-05,PO-189251,
3861,2023-09-13,2,28,185,7,6898,360.81,Approved,Ausschreibung,424,2023-09-15,PO-167210,VTR-2022-5670
3862,2022-07-01,2,16,6,14,19691,1800.83,Approved,Direktvergabe,982,2022-07-08,PO-350809,
3863,2023-08-31,3,37,152,12,1309,1292.7,Approved,Vertrag,443,2023-09-03,PO-600144,
3864,2023-02-26,3,39,32,4,15911,1118.42,Approved,Ausschreibung,903,2023-03-01,PO-497777,
3865,2024-04-12,3,27,63,9,10397,1241.71,Approved,Ausschreibung,229,2024-04-19,PO-199642,VTR-2022-3420
3866,2022-10-23,3,15,70,13,8450,884.69,Approved,Ausschreibung,886,2022-10-26,,VTR-2020-1584
3867,2022-07-06,3,19,9,10,17721,1684.16,Approved,Ausschreibung,714,2022-07-09,PO-121105,VTR-2025-3999
3868,2025-01-17,2,11,47,4,13430,62.92,Approved,Vertrag,661,2025-01-19,PO-684862,VTR-2025-3549
3869,2023-04-12,1,29,122,4,13432,1867.3,Approved,Vertrag,110,2023-04-15,PO-111258,
3870,2022-05-07,1,16,143,12,2438,267.6,Approved,Ausschreibung,56,2022-05-09,,
3871,2024-02-25,3,38,74,9,4199,1440.25,Approved,Vertrag,355,2024-02-28,,VTR-2021-8695
3872,2022-07-01,2,23,20,9,2759,559.35,Approved,Direktvergabe,691,2022-07-07,PO-899592,
3873,2022-03-11,1,35,5,11,19171,1576.92,Approved,Direktvergabe,873,2022-03-12,PO-892679,
3874,2023-06-01,2,40,26,10,3351,954.99,Rejected,Ausschreibung,527,2023-06-06,PO-844747,
3875,2023-09-02,2,38,113,4,13714,1851.38,Approved,Ausschreibung,436,2023-09-09,PO-413167,VTR-2020-7611
3876,2023-05-23,1,25,147,7,16291,490.91,Approved,Vertrag,216,2023-05-26,,VTR-2021-3020
3877,2025-03-19,1,21,146,4,6834,743.13,Approved,Ausschreibung,839,2025-03-24,PO-996699,
3878,2025-01-17,1,17,12,6,878,4063.08,Approved,Direktvergabe,647,2025-01-18,PO-984119,VTR-2024-2770
3879,2023-03-20,1,20,112,15,13723,3452.47,Approved,Vertrag,720,2023-03-23,,
3880,2022-11-12,1,10,161,13,8473,2821.12,Approved,Vertrag,869,2022-11-16,PO-876863,VTR-2024-1571
3881,2022-07-20,1,26,108,11,16084,3179.65,Approved,Ausschreibung,362,2022-07-21,,
3882,2022-11-05,2,15,105,9,1605,173.38,Approved,Ausschreibung,415,2022-11-09,,
3883,2023-04-19,3,15,144,2,5987,1965.63,Approved,Ausschreibung,917,2023-04-21,PO-998728,VTR-2023-4833
3884,2024-11-02,2,40,100,6,13435,256.8,Approved,Vertrag,179,2024-11-03,PO-283822,VTR-2021-4607
3885,2025-01-14,2,21,7,10,18546,1179.6,Approved,Direktvergabe,551,2025-01-16,PO-942892,VTR-2021-8632
3886,2022-08-01,2,22,51,10,5452,873.76,Approved,Vertrag,116,2022-08-04,PO-110132,
3887,2022-01-13,2,26,128,9,3416,765.69,Approved,Direktvergabe,935,2022-01-18,PO-310681,VTR-2021-4361
3888,2022-02-05,2,25,127,5,8226,1705.98,Approved,Direktvergabe,640,2022-02-12,PO-386366,VTR-2023-8335
3889,2025-05-03,2,29,61,7,14688,1765.09,Approved,Ausschreibung,57,2025-05-08,PO-694302,VTR-2024-1488
3890,2022-07-09,1,18,164,13,14358,3994.5,Approved,Ausschreibung,595,2022-07-13,PO-261221,VTR-2025-7027
3891,2022-07-04,1,29,82,7,9539,663.92,Approved,Ausschreibung,887,2022-07-10,PO-604728,VTR-2025-5591
3892,2025-01-24,2,16,16,1,9244,718.72,Approved,Vertrag,726,2025-01-30,PO-337254,
3893,2022-02-17,3,25,146,11,335,635.38,Approved,Direktvergabe,355,2022-02-18,PO-585957,
3894,2024-01-23,2,18,97,3,19439,531.75,Approved,Vertrag,669,2024-01-27,PO-422184,VTR-2023-5139
3895,2024-10-13,1,14,157,4,19060,3041.95,Approved,Ausschreibung,299,2024-10-14,,VTR-2025-6023
3896,2025-06-26,2,12,196,4,214,172.16,Pending,Vertrag,,,PO-852830,VTR-2024-1636
3897,2023-11-08,2,33,9,8,502,100.77,Approved,Vertrag,503,2023-11-10,PO-377701,VTR-2022-9212
3898,2023-10-19,2,35,170,14,18082,106.06,Pending,Vertrag,,,,VTR-2021-1230
3899,2022-08-27,3,25,42,14,6526,1225.53,Approved,Direktvergabe,608,2022-08-28,PO-658036,
3900,2023-11-10,3,16,181,14,3438,161.0,Approved,Direktvergabe,960,2023-11-12,PO-576257,VTR-2023-8686
3901,2024-03-28,2,24,34,2,13040,844.06,Approved,Ausschreibung,139,2024-04-04,PO-359885,VTR-2022-2855
3902,2023-12-12,2,20,145,5,9074,643.53,Approved,Direktvergabe,539,2023-12-19,PO-331526,VTR-2022-3629
3903,2022-10-20,2,38,12,14,1348,493.13,Approved,Ausschreibung,503,2022-10-23,,VTR-2025-4610
3904,2025-05-16,2,40,92,15,12755,1768.65,Approved,Vertrag,65,2025-05-22,PO-454324,VTR-2020-6335
3905,2023-05-14,2,30,198,11,15734,1097.86,Approved,Ausschreibung,620,2023-05-17,PO-178308,
3906,2022-04-01,1,24,6,3,5798,3339.66,Pending,Direktvergabe,,,PO-422905,VTR-2025-5136
3907,2022-05-11,1,39,98,4,10172,4870.39,Approved,Vertrag,243,2022-05-17,PO-780098,VTR-2023-4697
3908,2024-07-16,2,12,183,2,8138,190.63,Approved,Vertrag,228,2024-07-18,,
3909,2022-11-02,2,11,152,10,18169,1598.03,Approved,Vertrag,76,2022-11-08,PO-308954,VTR-2025-7254
3910,2024-12-02,2,37,69,5,15628,667.18,Approved,Vertrag,590,2024-12-05,PO-208917,
3911,2024-10-11,1,29,123,10,7507,498.59,Approved,Vertrag,324,2024-10-12,PO-919521,VTR-2025-3160
3912,2022-03-31,2,35,23,11,13486,51.83,Approved,Vertrag,409,2022-04-05,,VTR-2023-8040
3913,2023-08-13,3,35,150,3,8252,1061.01,Approved,Vertrag,909,2023-08-15,PO-790678,VTR-2023-8530
3914,2023-03-17,2,23,143,15,5131,79.84,Approved,Vertrag,457,2023-03-23,PO-810752,
3915,2025-06-14,2,24,99,11,3286,1270.34,Approved,Vertrag,928,2025-06-21,,VTR-2024-3186
3916,2023-03-29,2,23,47,8,11883,644.12,Approved,Ausschreibung,878,2023-04-03,PO-273323,
3917,2022-06-25,1,22,179,6,12250,2351.55,Approved,Direktvergabe,431,2022-06-30,PO-452298,VTR-2023-5027
3918,2025-05-13,2,12,73,11,4868,90.44,Rejected,Vertrag,302,2025-05-14,PO-388284,VTR-2023-4044
3919,2023-04-11,2,38,16,4,15270,659.36,Approved,Ausschreibung,907,2023-04-12,,VTR-2022-6413
3920,2023-08-13,1,23,197,12,1732,3473.75,Approved,Ausschreibung,655,2023-08-20,,VTR-2021-5571
3921,2022-08-14,2,10,134,14,3565,801.72,Approved,Ausschreibung,517,2022-08-16,PO-514836,VTR-2023-5186
3922,2022-09-24,1,36,175,2,14454,2254.39,Approved,Vertrag,348,2022-09-27,,VTR-2025-8189
3923,2025-06-04,1,30,12,10,9882,2433.09,Approved,Direktvergabe,572,2025-06-11,PO-374712,VTR-2025-4577
3924,2024-02-13,2,19,21,9,1440,259.17,Pending,Vertrag,,,,VTR-2023-1105
3925,2022-07-11,1,18,93,1,4137,59.28,Approved,Ausschreibung,350,2022-07-14,,VTR-2025-2238
3926,2022-11-23,2,28,177,13,1766,967.26,Approved,Direktvergabe,563,2022-11-28,PO-625525,VTR-2022-4587
3927,2022-02-01,1,29,156,13,11264,2020.23,Approved,Ausschreibung,500,2022-02-03,,
3928,2022-06-10,3,17,37,7,11528,1996.09,Pending,Direktvergabe,,,PO-342211,VTR-2023-2224
3929,2022-01-15,1,17,103,8,11582,3969.37,Pending,Ausschreibung,,,,VTR-2025-4027
3930,2024-11-11,3,11,133,10,10377,919.71,Approved,Ausschreibung,857,2024-11-17,PO-620072,VTR-2023-1148
3931,2023-02-13,3,17,69,12,18821,170.0,Approved,Ausschreibung,175,2023-02-14,PO-124609,VTR-2022-3486
3932,2025-01-07,1,17,154,2,17798,1135.76,Approved,Vertrag,911,2025-01-13,PO-530070,VTR-2021-3072
3933,2023-11-28,1,11,19,4,12517,2773.02,Approved,Ausschreibung,433,2023-12-04,PO-177883,
3934,2023-06-11,1,33,112,7,14707,3004.39,Pending,Ausschreibung,,,PO-979053,VTR-2025-7982
3935,2022-03-25,2,13,95,9,14805,1469.3,Approved,Ausschreibung,10,2022-03-30,PO-405040,VTR-2022-9530
3936,2022-05-17,1,29,11,9,6863,1776.42,Approved,Vertrag,525,2022-05-21,PO-472296,VTR-2025-1764
3937,2025-05-05,2,13,182,12,8646,1145.35,Approved,Ausschreibung,563,2025-05-06,PO-812873,VTR-2021-8377
3938,2022-07-02,2,21,181,15,15860,1604.87,Approved,Vertrag,493,2022-07-04,PO-126643,
3939,2025-03-24,2,33,18,8,15506,1191.05,Approved,Direktvergabe,22,2025-03-31,,VTR-2021-5780
3940,2025-05-16,2,22,32,14,3310,1943.88,Approved,Direktvergabe,158,2025-05-17,PO-917045,VTR-2022-1482
3941,2025-03-08,2,35,123,14,6201,207.84,Approved,Vertrag,472,2025-03-10,PO-785897,VTR-2022-1292
3942,2024-05-23,1,22,137,9,6740,749.6,Approved,Direktvergabe,978,2024-05-26,,
3943,2024-06-16,2,40,118,13,19486,1578.8,Approved,Ausschreibung,11,2024-06-18,PO-746500,VTR-2022-8209
3944,2023-01-30,2,24,184,2,13542,1938.11,Approved,Ausschreibung,70,2023-02-02,PO-119201,
3945,2022-10-14,1,19,3,10,10276,2915.46,Pending,Vertrag,,,PO-693771,VTR-2023-2039
3946,2022-02-24,2,17,49,1,17704,925.97,Approved,Direktvergabe,645,2022-03-03,,VTR-2024-7692
3947,2022-03-23,3,32,157,4,17937,186.22,Approved,Ausschreibung,488,2022-03-24,PO-185332,VTR-2025-1949
3948,2025-06-01,1,13,114,3,9477,1556.64,Approved,Direktvergabe,494,2025-06-03,,
3949,2025-04-13,2,40,64,3,4427,1148.91,Approved,Direktvergabe,938,2025-04-20,PO-481644,VTR-2020-5133
3950,2023-01-23,2,36,162,12,11693,1178.15,Approved,Ausschreibung,407,2023-01-27,PO-818958,
3951,2025-05-17,1,29,59,9,18223,108.71,Approved,Direktvergabe,402,2025-05-18,PO-952295,VTR-2021-1676
3952,2024-11-09,2,39,35,8,1574,900.54,Approved,Ausschreibung,372,2024-11-16,,VTR-2020-9148
3953,2024-12-08,1,13,126,5,4074,4562.83,Approved,Direktvergabe,114,2024-12-11,,
3954,2024-08-28,3,10,157,6,10816,1171.54,Approved,Direktvergabe,367,2024-09-03,PO-631689,VTR-2020-1963
3955,2025-06-21,2,20,83,8,6043,1778.01,Approved,Ausschreibung,877,2025-06-26,PO-990820,VTR-2020-7156
3956,2024-11-03,2,10,154,2,10310,169.17,Approved,Ausschreibung,675,2024-11-07,PO-739967,VTR-2020-6971
3957,2024-10-23,2,37,117,14,3454,153.64,Pending,Direktvergabe,,,PO-347456,VTR-2023-3223
3958,2022-12-25,1,14,152,12,7966,3275.34,Approved,Ausschreibung,459,2022-12-30,PO-293640,
3959,2024-09-08,3,24,22,12,14317,1725.66,Approved,Ausschreibung,642,2024-09-13,PO-110042,VTR-2022-8688
3960,2023-09-12,2,23,131,15,17821,1416.97,Approved,Direktvergabe,924,2023-09-17,PO-685601,
3961,2023-01-10,3,31,29,6,8059,1253.4,Approved,Ausschreibung,707,2023-01-15,PO-555828,
3962,2022-03-14,2,37,133,7,4326,108.97,Approved,Ausschreibung,464,2022-03-15,PO-143295,VTR-2024-9735
3963,2023-01-28,1,21,4,1,12870,3981.59,Approved,Direktvergabe,626,2023-02-03,PO-408557,
3964,2023-01-24,1,31,6,15,5167,4467.9,Approved,Vertrag,642,2023-01-27,PO-382864,
3965,2024-07-24,1,21,189,11,2366,2162.7,Approved,Ausschreibung,449,2024-07-27,PO-742877,
3966,2023-04-12,3,36,45,4,17991,453.6,Approved,Direktvergabe,729,2023-04-15,PO-861353,VTR-2024-6798
3967,2025-01-02,2,29,40,6,4101,76.19,Approved,Ausschreibung,120,2025-01-04,PO-523545,
3968,2024-11-28,3,36,45,13,8141,1329.07,Approved,Direktvergabe,741,2024-12-05,PO-119412,
3969,2023-07-04,2,22,84,7,6674,1542.16,Approved,Ausschreibung,829,2023-07-05,PO-855653,
3970,2023-07-20,1,22,113,13,1744,2342.58,Approved,Vertrag,58,2023-07-21,PO-386038,VTR-2020-8788
3971,2022-04-07,3,30,19,8,17159,1118.76,Rejected,Vertrag,531,2022-04-13,PO-932741,
3972,2024-06-26,2,32,110,8,19262,495.79,Approved,Vertrag,37,2024-06-30,PO-457391,
3973,2023-05-26,2,19,94,3,16214,1053.6,Approved,Vertrag,392,2023-05-28,PO-269982,VTR-2022-4106
3974,2024-11-01,2,25,120,6,9596,1956.54,Approved,Ausschreibung,843,2024-11-04,PO-974773,
3975,2025-01-04,1,30,2,7,892,2834.64,Approved,Ausschreibung,482,2025-01-05,PO-630631,VTR-2021-5321
3976,2022-05-30,3,16,137,1,1989,428.51,Pending,Direktvergabe,,,,VTR-2025-1065
3977,2025-05-11,1,14,42,2,15749,1638.96,Approved,Direktvergabe,518,2025-05-16,,VTR-2021-1969
3978,2025-04-18,2,30,75,15,10310,1489.72,Approved,Vertrag,903,2025-04-21,PO-647504,VTR-2023-3695
3979,2023-03-02,1,10,136,7,15060,4909.71,Approved,Direktvergabe,969,2023-03-07,PO-149902,VTR-2022-3391
3980,2024-11-24,1,26,76,13,5007,953.91,Approved,Vertrag,483,2024-11-27,PO-336109,VTR-2021-2845
3981,2023-01-27,2,13,73,6,10305,1562.69,Approved,Vertrag,910,2023-02-01,PO-833212,VTR-2024-6002
3982,2022-04-27,3,23,187,2,923,866.31,Approved,Ausschreibung,809,2022-04-29,PO-272108,VTR-2021-8599
3983,2022-09-23,3,19,98,15,14535,1616.26,Approved,Vertrag,367,2022-09-28,PO-642493,
3984,2025-03-07,1,32,165,9,6395,4317.7,Approved,Ausschreibung,126,2025-03-14,PO-603244,VTR-2020-9286
3985,2022-11-30,1,34,160,1,13800,4508.46,Pending,Direktvergabe,,,PO-328508,VTR-2020-4889
3986,2025-06-06,2,15,57,5,1807,1446.84,Approved,Vertrag,282,2025-06-08,PO-910083,VTR-2020-1651
3987,2023-04-05,2,10,18,11,4740,1910.24,Approved,Vertrag,669,2023-04-07,PO-727333,VTR-2025-2919
3988,2024-03-12,1,28,101,10,18788,1903.34,Approved,Direktvergabe,349,2024-03-17,PO-958511,VTR-2021-2669
3989,2025-06-07,1,20,50,7,13332,4480.91,Approved,Vertrag,291,2025-06-13,PO-647677,
3990,2022-01-04,2,20,140,4,13547,691.82,Approved,Direktvergabe,914,2022-01-05,PO-664621,VTR-2023-7273
3991,2022-02-10,1,31,111,4,6179,51.15,Approved,Ausschreibung,761,2022-02-11,,VTR-2023-4517
3992,2023-03-29,1,28,19,11,11250,1874.46,Approved,Ausschreibung,44,2023-04-04,PO-817484,
3993,2023-12-29,3,36,2,12,3086,377.74,Approved,Vertrag,474,2024-01-04,,
3994,2025-05-21,2,13,72,15,6663,394.51,Approved,Ausschreibung,931,2025-05-23,PO-350485,VTR-2021-8117
3995,2022-12-08,2,16,180,1,9621,422.16,Approved,Ausschreibung,704,2022-12-10,PO-486865,
3996,2022-06-29,1,10,20,8,17872,1880.54,Approved,Ausschreibung,530,2022-06-30,,VTR-2024-8108
3997,2025-06-01,2,40,172,5,13329,825.79,Approved,Direktvergabe,538,2025-06-05,,VTR-2022-8186
3998,2022-05-09,1,28,27,7,6341,1104.87,Approved,Vertrag,233,2022-05-16,PO-206474,
3999,2024-03-18,1,40,88,11,7766,3112.69,Approved,Ausschreibung,151,2024-03-21,PO-959571,
4000,2025-06-02,1,16,122,2,9169,4660.59,Approved,Direktvergabe,370,2025-06-08,PO-387781,
4001,2025-06-08,1,32,143,13,3622,2096.75,Approved,Direktvergabe,464,2025-06-11,PO-206079,VTR-2024-1519
4002,2022-05-07,3,13,171,10,1428,660.11,Approved,Direktvergabe,876,2022-05-12,,VTR-2023-3725
4003,2024-10-11,2,24,8,14,9474,1687.01,Approved,Direktvergabe,426,2024-10-17,,VTR-2024-9466
4004,2023-04-06,3,10,160,15,3879,491.16,Rejected,Direktvergabe,638,2023-04-12,PO-371000,
4005,2025-01-07,2,13,106,14,17365,958.15,Approved,Direktvergabe,75,2025-01-08,PO-756050,VTR-2022-6088
4006,2022-07-19,1,14,5,8,1073,1623.86,Approved,Vertrag,949,2022-07-25,,VTR-2021-7621
4007,2024-06-25,1,17,40,10,2007,2991.01,Pending,Vertrag,,,PO-530941,VTR-2020-4028
4008,2023-03-20,3,23,144,2,11355,1711.92,Approved,Vertrag,262,2023-03-24,PO-512316,VTR-2025-8607
4009,2023-02-09,1,36,134,14,5387,4580.84,Approved,Vertrag,666,2023-02-16,PO-744411,
4010,2023-11-28,1,36,179,4,16420,4012.75,Pending,Ausschreibung,,,PO-548532,VTR-2021-4622
4011,2022-02-11,2,34,78,14,15120,720.21,Rejected,Direktvergabe,267,2022-02-14,PO-190823,
4012,2022-11-07,1,11,52,12,15944,1953.17,Approved,Vertrag,899,2022-11-08,PO-216732,VTR-2023-3700
4013,2022-04-15,2,37,183,11,19470,708.55,Approved,Ausschreibung,208,2022-04-19,PO-623031,
4014,2025-05-15,3,12,182,11,13809,1925.48,Pending,Direktvergabe,,,PO-854275,VTR-2025-3294
4015,2022-03-29,3,11,39,7,2376,512.43,Approved,Direktvergabe,618,2022-04-01,PO-163723,
4016,2023-01-25,1,32,129,10,558,4316.55,Approved,Direktvergabe,400,2023-02-01,PO-636800,
4017,2024-03-14,2,21,20,4,17709,1697.79,Approved,Vertrag,955,2024-03-21,PO-418404,
4018,2022-03-17,1,20,119,12,19376,3107.47,Approved,Vertrag,98,2022-03-20,,VTR-2024-2894
4019,2024-03-14,3,14,148,13,7727,816.73,Approved,Vertrag,535,2024-03-20,PO-325128,
4020,2022-03-04,2,21,99,8,1783,387.49,Approved,Direktvergabe,456,2022-03-08,,
4021,2023-05-02,1,25,181,7,15043,2938.09,Approved,Vertrag,586,2023-05-04,,VTR-2020-2280
4022,2022-05-08,1,30,52,15,16050,1445.34,Pending,Vertrag,,,,
4023,2023-03-20,1,15,152,12,9230,624.22,Approved,Vertrag,999,2023-03-24,PO-155642,VTR-2023-1925
4024,2024-03-22,2,31,136,2,10883,57.39,Approved,Direktvergabe,436,2024-03-24,,
4025,2023-08-01,1,15,65,8,17751,3278.09,Approved,Direktvergabe,397,2023-08-08,PO-549015,VTR-2021-2758
4026,2024-10-23,2,30,13,2,2372,380.59,Approved,Ausschreibung,155,2024-10-26,PO-258896,
4027,2023-11-21,1,40,128,4,7537,418.34,Approved,Direktvergabe,327,2023-11-26,PO-556750,VTR-2024-7776
4028,2023-10-26,2,25,184,15,9253,358.72,Pending,Direktvergabe,,,PO-313340,VTR-2022-8092
4029,2025-06-12,1,39,190,9,8601,2369.22,Approved,Vertrag,108,2025-06-15,PO-789440,VTR-2024-7542
4030,2025-06-25,1,20,120,11,1577,2186.94,Approved,Direktvergabe,939,2025-06-30,PO-287491,
4031,2023-08-08,1,29,27,10,5023,4514.28,Approved,Vertrag,27,2023-08-11,,
4032,2023-03-08,2,26,159,6,19491,1971.43,Approved,Ausschreibung,280,2023-03-15,,
4033,2022-04-27,2,28,58,1,12326,1224.92,Approved,Ausschreibung,163,2022-05-03,PO-666444,VTR-2025-1508
4034,2023-08-31,1,18,103,6,645,4201.14,Pending,Vertrag,,,PO-159279,VTR-2023-7961
4035,2022-01-12,1,12,196,2,10013,2284.32,Approved,Vertrag,360,2022-01-17,PO-792134,VTR-2022-6851
4036,2025-01-30,1,32,163,2,3145,3194.73,Approved,Direktvergabe,402,2025-01-31,PO-627224,
4037,2024-07-21,3,32,171,6,762,1282.2,Pending,Ausschreibung,,,,VTR-2020-7687
4038,2022-03-02,1,33,143,2,14436,3016.11,Approved,Direktvergabe,29,2022-03-03,PO-488190,VTR-2023-2654
4039,2023-05-19,2,36,45,9,4276,564.78,Approved,Ausschreibung,38,2023-05-20,PO-238578,
4040,2022-07-12,1,36,53,8,7725,4409.03,Approved,Ausschreibung,241,2022-07-15,PO-515595,VTR-2023-5844
4041,2023-05-30,1,12,97,4,1419,2179.72,Approved,Vertrag,599,2023-05-31,PO-867151,VTR-2020-1163
4042,2023-10-12,2,28,62,12,12756,1461.6,Approved,Direktvergabe,49,2023-10-16,,VTR-2025-9887
4043,2022-02-07,1,12,29,3,13998,3850.3,Approved,Ausschreibung,314,2022-02-09,,VTR-2025-7278
4044,2023-07-01,1,39,155,12,11210,4960.74,Approved,Direktvergabe,473,2023-07-03,PO-376163,VTR-2021-8934
4045,2023-09-23,1,35,44,7,6181,4173.41,Approved,Ausschreibung,967,2023-09-28,,
4046,2024-09-18,2,12,16,10,17934,1381.85,Approved,Direktvergabe,695,2024-09-22,PO-594660,VTR-2024-1788
4047,2022-04-19,1,21,28,11,4502,778.75,Pending,Ausschreibung,,,PO-853960,VTR-2023-2950
4048,2025-01-19,1,32,82,12,14000,72.33,Approved,Direktvergabe,43,2025-01-22,,VTR-2020-6004
4049,2023-05-15,2,37,3,8,17434,21.63,Approved,Ausschreibung,25,2023-05-18,PO-743237,
4050,2022-12-09,3,23,185,5,13675,957.69,Rejected,Direktvergabe,598,2022-12-14,PO-564285,
4051,2025-01-13,2,30,102,1,9046,763.67,Approved,Vertrag,817,2025-01-14,,VTR-2020-6698
4052,2024-09-05,1,13,152,14,12949,1501.53,Approved,Vertrag,379,2024-09-07,PO-338979,VTR-2020-4997
4053,2022-12-04,1,36,188,4,9984,2445.18,Approved,Ausschreibung,510,2022-12-08,PO-859424,
4054,2024-11-17,2,22,136,1,2814,281.87,Approved,Direktvergabe,391,2024-11-20,PO-480330,
4055,2022-11-19,1,34,7,3,13110,4553.98,Approved,Ausschreibung,839,2022-11-21,PO-259305,
4056,2023-02-16,3,17,59,3,10085,1884.22,Approved,Vertrag,515,2023-02-17,PO-255237,VTR-2020-9819
4057,2025-04-30,2,26,28,10,2,1106.77,Pending,Vertrag,,,PO-374586,VTR-2020-1651
4058,2022-04-29,1,16,68,3,11396,4510.05,Approved,Vertrag,34,2022-05-02,,VTR-2022-4275
4059,2023-09-13,1,40,53,9,13063,3399.6,Approved,Direktvergabe,595,2023-09-20,PO-373465,VTR-2023-8765
4060,2024-05-05,2,30,128,9,1419,901.47,Pending,Direktvergabe,,,PO-574066,
4061,2022-04-23,2,39,72,1,12393,840.77,Rejected,Vertrag,4,2022-04-24,,VTR-2025-8536
4062,2022-09-21,1,24,19,7,19241,2627.37,Approved,Direktvergabe,763,2022-09-26,PO-965154,VTR-2025-7963
4063,2023-10-02,1,14,124,1,13947,4239.11,Approved,Direktvergabe,420,2023-10-08,PO-336769,VTR-2022-8701
4064,2024-03-02,2,34,57,14,8593,199.66,Approved,Direktvergabe,633,2024-03-08,PO-629990,
4065,2022-12-12,3,29,69,11,19463,631.26,Approved,Ausschreibung,360,2022-12-19,PO-308236,VTR-2022-8593
4066,2022-11-19,2,29,23,15,1866,979.98,Pending,Vertrag,,,,VTR-2020-1909
4067,2022-04-08,3,34,198,15,13997,1324.65,Approved,Vertrag,295,2022-04-12,,
4068,2024-05-27,2,14,48,11,43,1632.06,Approved,Ausschreibung,203,2024-05-31,PO-358802,VTR-2020-1203
4069,2022-01-24,1,19,89,13,828,3878.56,Approved,Direktvergabe,273,2022-01-29,PO-850280,VTR-2023-4649
4070,2024-07-04,1,40,88,4,4850,3902.07,Pending,Vertrag,,,,
4071,2024-06-04,3,28,89,11,6878,1678.18,Approved,Direktvergabe,383,2024-06-09,,
4072,2025-05-28,3,36,35,13,17644,190.87,Approved,Ausschreibung,918,2025-05-29,PO-486638,VTR-2025-5473
4073,2022-08-29,1,39,22,9,9091,3267.13,Rejected,Vertrag,918,2022-09-04,PO-586580,
4074,2022-01-04,1,32,107,15,19993,2429.39,Approved,Direktvergabe,50,2022-01-08,PO-313594,VTR-2023-6062
4075,2022-06-01,1,11,38,13,17548,89.63,Pending,Ausschreibung,,,,VTR-2020-6330
4076,2025-01-24,3,19,167,15,11788,1813.92,Approved,Direktvergabe,769,2025-01-26,PO-731581,VTR-2020-1773
4077,2024-10-21,2,29,17,9,2240,1598.24,Approved,Vertrag,928,2024-10-23,PO-220437,VTR-2024-9990
